occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family,slug,id,diet_clean,diet_code,type_group,survival_span_ma,era_mid_ma,has_coords,has_length,match_pool,region_clean,hemisphere_ns,hemisphere_ew,attack_base,defense_base,mobility_base,data_quality_score,image_key,image_mode,image_url,image_credit,image_license,length_norm
260021,Carcharodontosaurus,carnivorous,large theropod,15.0,145.0,99.6,Illizi,9.566667,28.5,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-260021,carnivorous,1.0,theropod,45.400000000000006,122.3,True,True,True,Illizi,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
260022,Elaphrosaurus,carnivorous,large theropod,6.2,145.0,99.6,Illizi,9.566667,28.5,Saurischia,,elaphrosaurus,elaphrosaurus-260022,carnivorous,1.0,theropod,45.400000000000006,122.3,True,True,True,Illizi,N,E,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
260025,Carcharodontosaurus,carnivorous,large theropod,15.0,145.0,99.6,Adrar,1.083333,27.033333,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-260025,carnivorous,1.0,theropod,45.400000000000006,122.3,True,True,True,Adrar,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
260035,Elaphrosaurus,carnivorous,large theropod,6.2,112.03,93.5,Tataouine,10.283333,32.808334,Saurischia,,elaphrosaurus,elaphrosaurus-260035,carnivorous,1.0,theropod,18.53,102.765,True,True,True,Tataouine,N,E,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
260040,Acrocanthosaurus,carnivorous,large theropod,12.0,125.0,113.0,Oklahoma,-94.76667,34.166668,Saurischia,Carcharodontosauridae,acrocanthosaurus,acrocanthosaurus-260040,carnivorous,1.0,theropod,12.0,119.0,True,True,True,Oklahoma,N,W,1.0,0.55,0.9,4,acrocanthosaurus,silhouette,,,,0.33429811866859627
260041,Acrocanthosaurus,carnivorous,large theropod,12.0,125.0,113.0,Oklahoma,-95.806389,34.18,Saurischia,Carcharodontosauridae,acrocanthosaurus,acrocanthosaurus-260041,carnivorous,1.0,theropod,12.0,119.0,True,True,True,Oklahoma,N,W,1.0,0.55,0.9,4,acrocanthosaurus,silhouette,,,,0.33429811866859627
260042,Acrocanthosaurus,carnivorous,large theropod,12.0,125.0,113.0,Oklahoma,-95.792221,34.18,Saurischia,Carcharodontosauridae,acrocanthosaurus,acrocanthosaurus-260042,carnivorous,1.0,theropod,12.0,119.0,True,True,True,Oklahoma,N,W,1.0,0.55,0.9,4,acrocanthosaurus,silhouette,,,,0.33429811866859627
260589,Carcharodontosaurus,carnivorous,large theropod,15.0,112.03,93.5,Illizi,8.175278,28.15,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-260589,carnivorous,1.0,theropod,18.53,102.765,True,True,True,Illizi,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
260591,Elaphrosaurus,carnivorous,large theropod,6.2,145.0,136.4,Agadez,8.011679,16.464561,Saurischia,,elaphrosaurus,elaphrosaurus-260591,carnivorous,1.0,theropod,8.599999999999994,140.7,True,True,True,Agadez,N,E,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
260593,Elaphrosaurus,carnivorous,large theropod,6.2,125.0,113.0,Agadez,9.509186,16.632231,Saurischia,,elaphrosaurus,elaphrosaurus-260593,carnivorous,1.0,theropod,12.0,119.0,True,True,True,Agadez,N,E,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
260595,Carcharodontosaurus,carnivorous,large theropod,15.0,125.0,113.0,Agadez,9.509186,16.632231,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-260595,carnivorous,1.0,theropod,12.0,119.0,True,True,True,Agadez,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
260596,Carcharodontosaurus,carnivorous,large theropod,15.0,113.0,100.5,Agadez,10.222018,16.129169,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-260596,carnivorous,1.0,theropod,12.5,106.75,True,True,True,Agadez,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
260598,Carcharodontosaurus,carnivorous,large theropod,15.0,113.0,100.5,Agadez,9.228752,16.449305,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-260598,carnivorous,1.0,theropod,12.5,106.75,True,True,True,Agadez,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
260599,Elaphrosaurus,carnivorous,large theropod,6.2,145.0,93.5,Yafran,12.016667,31.950001,Saurischia,,elaphrosaurus,elaphrosaurus-260599,carnivorous,1.0,theropod,51.5,119.25,True,True,True,Yafran,N,E,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
260601,Carcharodontosaurus,carnivorous,large theropod,15.0,112.03,93.5,Tataouine,10.283333,32.950001,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-260601,carnivorous,1.0,theropod,18.53,102.765,True,True,True,Tataouine,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
260606,Elaphrosaurus,carnivorous,large theropod,6.2,145.0,136.4,Agadez,8.050767,16.341337,Saurischia,,elaphrosaurus,elaphrosaurus-260606,carnivorous,1.0,theropod,8.599999999999994,140.7,True,True,True,Agadez,N,E,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
260828,Bahariasaurus,,,,112.03,93.5,Tahoua,5.852992,16.79096,Saurischia,,bahariasaurus,bahariasaurus-260828,unknown,0.4,unknown,18.53,102.765,True,False,False,Tahoua,N,E,0.5,0.5,0.5,1,bahariasaurus,silhouette,,,,
260830,Aegyptosaurus,herbivorous,sauropod,15.0,112.03,93.5,Tahoua,5.852992,16.79096,Saurischia,,aegyptosaurus,aegyptosaurus-260830,herbivorous,0.2,sauropod,18.53,102.765,True,True,True,Tahoua,N,E,0.35,0.8,0.25,3,aegyptosaurus,silhouette,,,,0.4211287988422577
260832,Bahariasaurus,,,,105.3,93.5,Agadez,5.797784,17.708801,Saurischia,,bahariasaurus,bahariasaurus-260832,unknown,0.4,unknown,11.799999999999997,99.4,True,False,False,Agadez,N,E,0.5,0.5,0.5,1,bahariasaurus,silhouette,,,,
260834,Carcharodontosaurus,carnivorous,large theropod,15.0,105.3,93.5,Agadez,5.797784,17.708801,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-260834,carnivorous,1.0,theropod,11.799999999999997,99.4,True,True,True,Agadez,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
260835,Elaphrosaurus,carnivorous,large theropod,6.2,105.3,93.5,Agadez,5.797784,17.708801,Saurischia,,elaphrosaurus,elaphrosaurus-260835,carnivorous,1.0,theropod,11.799999999999997,99.4,True,True,True,Agadez,N,E,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
260836,Spinostropheus,,,,105.3,93.5,Agadez,5.797784,17.708801,Saurischia,,spinostropheus,spinostropheus-260836,unknown,0.4,unknown,11.799999999999997,99.4,True,False,False,Agadez,N,E,0.5,0.5,0.5,1,spinostropheus,silhouette,,,,
260838,Aegyptosaurus,herbivorous,sauropod,15.0,105.3,93.5,Agadez,5.797784,17.708801,Saurischia,,aegyptosaurus,aegyptosaurus-260838,herbivorous,0.2,sauropod,11.799999999999997,99.4,True,True,True,Agadez,N,E,0.35,0.8,0.25,3,aegyptosaurus,silhouette,,,,0.4211287988422577
260845,Aegyptosaurus,herbivorous,sauropod,15.0,145.0,136.4,Agadez,6.932281,16.799726,Saurischia,,aegyptosaurus,aegyptosaurus-260845,herbivorous,0.2,sauropod,8.599999999999994,140.7,True,True,True,Agadez,N,E,0.35,0.8,0.25,3,aegyptosaurus,silhouette,,,,0.4211287988422577
260899,Spinostropheus,,,,145.0,125.45,Agadez,6.381111,19.317499,Saurischia,,spinostropheus,spinostropheus-260899,unknown,0.4,unknown,19.549999999999997,135.225,True,False,False,Agadez,N,E,0.5,0.5,0.5,1,spinostropheus,silhouette,,,,
260900,Elaphrosaurus,carnivorous,large theropod,6.2,145.0,125.45,Agadez,6.381111,19.317499,Saurischia,,elaphrosaurus,elaphrosaurus-260900,carnivorous,1.0,theropod,19.549999999999997,135.225,True,True,True,Agadez,N,E,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
260901,Carcharodontosaurus,carnivorous,large theropod,15.0,145.0,125.45,Agadez,6.381111,19.317499,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-260901,carnivorous,1.0,theropod,19.549999999999997,135.225,True,True,True,Agadez,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
261810,Agnosphitys,,,,208.5,201.3,England,-2.428333,51.623055,Saurischia,Guaibasauridae,agnosphitys,agnosphitys-261810,unknown,0.4,unknown,7.199999999999989,204.9,True,False,False,England,N,W,0.5,0.5,0.5,2,agnosphitys,silhouette,,,,
261839,Segisaurus,carnivorous,small theropod,1.5,190.8,174.1,Arizona,-110.525002,36.780556,Saurischia,,segisaurus,segisaurus-261839,carnivorous,1.0,theropod,16.700000000000017,182.45,True,True,True,Arizona,N,W,1.0,0.55,0.9,3,segisaurus,silhouette,,,,0.03039073806078148
261854,Saturnalia,,,,237.0,208.5,Rio Grande do Sul,-53.75,-29.666668,Saurischia,,saturnalia,saturnalia-261854,unknown,0.4,unknown,28.5,222.75,True,False,False,Rio Grande do Sul,S,W,0.5,0.5,0.5,1,saturnalia,silhouette,,,,
262165,Carcharodontosaurus,carnivorous,large theropod,15.0,99.6,93.5,Er Rachida,-4.836939,30.505667,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-262165,carnivorous,1.0,theropod,6.099999999999994,96.55,True,True,True,Er Rachida,N,W,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
262166,Deltadromeus,carnivorous,large theropod,8.1,99.6,93.5,Er Rachida,-4.836939,30.505667,Saurischia,,deltadromeus,deltadromeus-262166,carnivorous,1.0,theropod,6.099999999999994,96.55,True,True,True,Er Rachida,N,W,1.0,0.55,0.9,3,deltadromeus,silhouette,,,,0.22141823444283648
262167,Rebbachisaurus,herbivorous,sauropod,20.0,99.6,93.5,Er Rachida,-4.836939,30.505667,Saurischia,Rebbachisauridae,rebbachisaurus,rebbachisaurus-262167,herbivorous,0.2,sauropod,6.099999999999994,96.55,True,True,True,Er Rachida,N,W,0.35,0.8,0.25,4,rebbachisaurus,silhouette,,,,0.5658465991316932
262179,Spinosaurus,carnivorous,large theropod,18.0,99.6,93.5,Er Rachida,-4.836939,30.505667,Saurischia,Spinosauridae,spinosaurus,spinosaurus-262179,carnivorous,1.0,theropod,6.099999999999994,96.55,True,True,True,Er Rachida,N,W,1.0,0.55,0.9,4,spinosaurus,silhouette,,,,0.507959479015919
262347,Carcharodontosaurus,carnivorous,large theropod,15.0,145.0,93.5,Agadez,9.540314,17.971214,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-262347,carnivorous,1.0,theropod,51.5,119.25,True,True,True,Agadez,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
262360,Elaphrosaurus,carnivorous,large theropod,6.2,113.0,100.5,Tataouine,10.333889,32.266109,Saurischia,,elaphrosaurus,elaphrosaurus-262360,carnivorous,1.0,theropod,12.5,106.75,True,True,True,Tataouine,N,E,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
263808,Carnotaurus,carnivorous,large theropod,7.6,83.6,72.1,Chubut,-67.547501,-43.0,Saurischia,Abelisauridae,carnotaurus,carnotaurus-263808,carnivorous,1.0,theropod,11.5,77.85,True,True,True,Chubut,S,W,1.0,0.55,0.9,4,carnotaurus,silhouette,,,,0.20694645441389292
266833,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Montana,-112.966667,48.650002,Saurischia,Dromaeosauridae,saurornitholestes,saurornitholestes-266833,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,Montana,N,W,1.0,0.55,0.9,4,saurornitholestes,silhouette,,,,0.03039073806078148
266834,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Montana,-112.966667,48.650002,Saurischia,Troodontidae,troodon,troodon-266834,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,Montana,N,W,1.0,0.55,0.9,4,troodon,silhouette,,,,0.044862518089725044
276681,Lametasaurus,,,,72.1,66.0,Madhya Pradesh,79.972282,23.168694,Saurischia,Abelisauridae,lametasaurus,lametasaurus-276681,unknown,0.4,unknown,6.099999999999994,69.05,True,False,False,Madhya Pradesh,N,E,0.5,0.5,0.5,2,lametasaurus,silhouette,,,,
276682,Indosuchus,carnivorous,large theropod,7.0,72.1,66.0,Madhya Pradesh,79.972282,23.168694,Saurischia,Abelisauridae,indosuchus,indosuchus-276682,carnivorous,1.0,theropod,6.099999999999994,69.05,True,True,True,Madhya Pradesh,N,E,1.0,0.55,0.9,4,indosuchus,silhouette,,,,0.18958031837916064
276683,Indosaurus,,,,72.1,66.0,Madhya Pradesh,79.972282,23.168694,Saurischia,Abelisauridae,indosaurus,indosaurus-276683,unknown,0.4,unknown,6.099999999999994,69.05,True,False,False,Madhya Pradesh,N,E,0.5,0.5,0.5,2,indosaurus,silhouette,,,,
276687,Laevisuchus,,,,72.1,66.0,Madhya Pradesh,79.972282,23.168694,Saurischia,Noasauridae,laevisuchus,laevisuchus-276687,unknown,0.4,unknown,6.099999999999994,69.05,True,False,False,Madhya Pradesh,N,E,0.5,0.5,0.5,2,laevisuchus,silhouette,,,,
276698,Titanosaurus,,,,72.1,66.0,Madhya Pradesh,79.972282,23.168694,Saurischia,,titanosaurus,titanosaurus-276698,unknown,0.4,unknown,6.099999999999994,69.05,True,False,False,Madhya Pradesh,N,E,0.5,0.5,0.5,1,titanosaurus,silhouette,,,,
276699,Jainosaurus,,,,72.1,66.0,Madhya Pradesh,79.972282,23.168694,Saurischia,,jainosaurus,jainosaurus-276699,unknown,0.4,unknown,6.099999999999994,69.05,True,False,False,Madhya Pradesh,N,E,0.5,0.5,0.5,1,jainosaurus,silhouette,,,,
280100,Troodon,carnivorous,small theropod,2.0,70.6,66.0,Wyoming,-104.48333,43.049999,Saurischia,Troodontidae,troodon,troodon-280100,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,troodon,silhouette,,,,0.044862518089725044
280101,Tyrannosaurus,carnivorous,large theropod,12.0,70.6,66.0,Wyoming,-104.48333,43.049999,Saurischia,Tyrannosauridae,tyrannosaurus,tyrannosaurus-280101,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,tyrannosaurus,silhouette,,,,0.33429811866859627
280102,Nanotyrannus,,,,70.6,66.0,Wyoming,-104.48333,43.049999,Saurischia,Tyrannosauridae,nanotyrannus,nanotyrannus-280102,unknown,0.4,unknown,4.599999999999994,68.3,True,False,False,Wyoming,N,W,0.5,0.5,0.5,2,nanotyrannus,silhouette,,,,
280103,Saurornitholestes,carnivorous,small theropod,1.5,70.6,66.0,Wyoming,-104.48333,43.049999,Saurischia,Dromaeosauridae,saurornitholestes,saurornitholestes-280103,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,saurornitholestes,silhouette,,,,0.03039073806078148
280104,Richardoestesia,carnivorous,small theropod,1.5,70.6,66.0,Wyoming,-104.48333,43.049999,Saurischia,Dromaeosauridae,richardoestesia,richardoestesia-280104,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,richardoestesia,silhouette,,,,0.03039073806078148
280105,Dromaeosaurus,carnivorous,small theropod,1.8,70.6,66.0,Wyoming,-104.48333,43.049999,Saurischia,Dromaeosauridae,dromaeosaurus,dromaeosaurus-280105,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,dromaeosaurus,silhouette,,,,0.039073806078147616
280572,Troodon,carnivorous,small theropod,2.0,83.6,72.1,Montana,-112.182777,47.8125,Saurischia,Troodontidae,troodon,troodon-280572,carnivorous,1.0,theropod,11.5,77.85,True,True,True,Montana,N,W,1.0,0.55,0.9,4,troodon,silhouette,,,,0.044862518089725044
280927,Duriatitan,,,,155.7,150.8,England,-2.465735,50.592449,Saurischia,,duriatitan,duriatitan-280927,unknown,0.4,unknown,4.899999999999977,153.25,True,False,False,England,N,W,0.5,0.5,0.5,1,duriatitan,silhouette,,,,
280983,Ornithopsis,,,,136.4,122.46,England,-1.423251,50.637585,Saurischia,,ornithopsis,ornithopsis-280983,unknown,0.4,unknown,13.940000000000012,129.43,True,False,False,England,N,W,0.5,0.5,0.5,1,ornithopsis,silhouette,,,,
283057,Histriasaurus,,,,136.4,125.45,Istarska Zupanija,13.783611,45.040558,Saurischia,Rebbachisauridae,histriasaurus,histriasaurus-283057,unknown,0.4,unknown,10.950000000000003,130.925,True,False,False,Istarska Zupanija,N,E,0.5,0.5,0.5,2,histriasaurus,silhouette,,,,
283828,Plateosaurus,herbivorous,sauropod,7.0,215.56,212.0,,-23.513889,71.827499,Saurischia,Plateosauridae,plateosaurus,plateosaurus-283828,herbivorous,0.2,sauropod,3.5600000000000023,213.78,True,True,True,Unknown,N,W,0.35,0.8,0.25,4,plateosaurus,silhouette,,,,0.18958031837916064
283860,Plateosaurus,herbivorous,sauropod,7.0,215.56,212.0,,-22.568611,71.383614,Saurischia,Plateosauridae,plateosaurus,plateosaurus-283860,herbivorous,0.2,sauropod,3.5600000000000023,213.78,True,True,True,Unknown,N,W,0.35,0.8,0.25,4,plateosaurus,silhouette,,,,0.18958031837916064
283992,Parvicursor,,,,83.5,70.6,Omnogov,101.51667,43.466667,Saurischia,,parvicursor,parvicursor-283992,unknown,0.4,unknown,12.900000000000006,77.05,True,False,False,Omnogov,N,E,0.5,0.5,0.5,1,parvicursor,silhouette,,,,
284027,Pantydraco,herbivorous,ornithopod,3.0,208.5,201.3,Wales,-3.373889,51.459999,Saurischia,,pantydraco,pantydraco-284027,herbivorous,0.2,ornithopod,7.199999999999989,204.9,True,True,True,Wales,N,W,0.35,0.6,0.75,3,pantydraco,silhouette,,,,0.07380607814761216
284147,Utahraptor,carnivorous,large theropod,6.0,129.4,125.0,Utah,-109.567902,38.826099,Saurischia,Dromaeosauridae,utahraptor,utahraptor-284147,carnivorous,1.0,theropod,4.400000000000006,127.2,True,True,True,Utah,N,W,1.0,0.55,0.9,4,utahraptor,silhouette,,,,0.16063675832127353
284613,Utahraptor,carnivorous,large theropod,6.0,125.45,122.46,Utah,-109.691666,38.718056,Saurischia,Dromaeosauridae,utahraptor,utahraptor-284613,carnivorous,1.0,theropod,2.990000000000009,123.955,True,True,True,Utah,N,W,1.0,0.55,0.9,4,utahraptor,silhouette,,,,0.16063675832127353
284615,Moabosaurus,,,,125.45,122.46,Utah,-109.691666,38.718056,Saurischia,,moabosaurus,moabosaurus-284615,unknown,0.4,unknown,2.990000000000009,123.955,True,False,False,Utah,N,W,0.5,0.5,0.5,1,moabosaurus,silhouette,,,,
287916,Albertosaurus,carnivorous,large theropod,9.0,70.6,66.0,Wyoming,-104.366669,43.299999,Saurischia,Tyrannosauridae,albertosaurus,albertosaurus-287916,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,albertosaurus,silhouette,,,,0.2474674384949349
287917,Paronychodon,carnivorous,large theropod,5.0,70.6,66.0,Wyoming,-104.366669,43.299999,Saurischia,Troodontidae,paronychodon,paronychodon-287917,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,paronychodon,silhouette,,,,0.1316931982633864
288584,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Texas,-103.51667,29.316668,Saurischia,Dromaeosauridae,saurornitholestes,saurornitholestes-288584,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,Texas,N,W,1.0,0.55,0.9,4,saurornitholestes,silhouette,,,,0.03039073806078148
288586,Richardoestesia,carnivorous,small theropod,1.5,83.5,70.6,Texas,-103.51667,29.316668,Saurischia,Dromaeosauridae,richardoestesia,richardoestesia-288586,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,Texas,N,W,1.0,0.55,0.9,4,richardoestesia,silhouette,,,,0.03039073806078148
291021,Tyrannosaurus,carnivorous,large theropod,12.0,70.6,66.0,Colorado,-104.491669,40.386391,Saurischia,Tyrannosauridae,tyrannosaurus,tyrannosaurus-291021,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Colorado,N,W,1.0,0.55,0.9,4,tyrannosaurus,silhouette,,,,0.33429811866859627
292785,Cetiosaurus,herbivorous,sauropod,18.0,171.6,167.7,England,-0.666667,52.633331,Saurischia,,cetiosaurus,cetiosaurus-292785,herbivorous,0.2,sauropod,3.9000000000000057,169.64999999999998,True,True,True,England,N,W,0.35,0.8,0.25,3,cetiosaurus,silhouette,,,,0.507959479015919
292850,Epidendrosaurus,,,,164.7,161.2,Nei Mongol,119.238609,41.316387,Saurischia,,epidendrosaurus,epidendrosaurus-292850,unknown,0.4,unknown,3.5,162.95,True,False,False,Nei Mongol,N,E,0.5,0.5,0.5,1,epidendrosaurus,silhouette,,,,
292868,Richardoestesia,carnivorous,small theropod,1.5,70.6,66.0,Hunedoara,22.883333,45.566666,Saurischia,Dromaeosauridae,richardoestesia,richardoestesia-292868,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Hunedoara,N,E,1.0,0.55,0.9,4,richardoestesia,silhouette,,,,0.03039073806078148
292872,Paronychodon,carnivorous,large theropod,5.0,70.6,66.0,Hunedoara,22.883333,45.566666,Saurischia,Troodontidae,paronychodon,paronychodon-292872,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Hunedoara,N,E,1.0,0.55,0.9,4,paronychodon,silhouette,,,,0.1316931982633864
293757,Fuscinapedis,,,,99.6,93.5,Texas,-97.132774,33.00111,Saurischia,,fuscinapedis,fuscinapedis-293757,unknown,0.4,unknown,6.099999999999994,96.55,True,False,False,Texas,N,W,0.5,0.5,0.5,1,fuscinapedis,silhouette,,,,
294012,Mirischia,,,,113.0,100.5,Pernambuco,-40.566666,-7.55,Saurischia,Compsognathidae,mirischia,mirischia-294012,unknown,0.4,unknown,12.5,106.75,True,False,False,Pernambuco,S,W,0.5,0.5,0.5,2,mirischia,silhouette,,,,
294055,Irritator,carnivorous,large theropod,6.5,113.0,100.5,Ceará,-39.266666,-7.216667,Saurischia,Spinosauridae,irritator,irritator-294055,carnivorous,1.0,theropod,12.5,106.75,True,True,True,Ceará,S,W,1.0,0.55,0.9,4,irritator,silhouette,,,,0.17510853835021709
295292,Mamenchisaurus,herbivorous,sauropod,22.0,163.5,157.3,Sichuan,104.133301,28.8333,Saurischia,Mamenchisauridae,mamenchisaurus,mamenchisaurus-295292,herbivorous,0.2,sauropod,6.199999999999989,160.4,True,True,True,Sichuan,N,E,0.35,0.8,0.25,4,mamenchisaurus,silhouette,,,,0.6237337192474675
