name,slug,display_name,occurrence_count,exemplar_occurrence_no,diet,type,type_group,length_m,max_ma,min_ma,era_mid_ma,survival_span_ma,class_name,family,region_example,lat,lng,unique_regions,has_any_coords,has_any_length,match_pool,data_quality_score,attack_base,defense_base,mobility_base,id,diet_code,length_norm,image_key,image_mode,image_url,image_credit,image_license
Aardonyx,aardonyx,Aardonyx,1,711596,herbivorous,sauropod,sauropod,8.0,201.3,190.8,196.05,10.5,Saurischia,,Free State,-28.466389,27.824444,1,True,True,True,3,0.35,0.8,0.25,aardonyx,0.2,0.21852387843704776,aardonyx,silhouette,,,
Abelichnus,abelichnus,Abelichnus,2,489956,unknown,,unknown,,99.6,93.5,96.55,6.099999999999994,Saurischia,,Mendoza,-39.5166835,-69.25,2,True,False,False,1,0.5,0.5,0.5,abelichnus,0.4,,abelichnus,silhouette,,,
Abelisaurus,abelisaurus,Abelisaurus,1,343835,carnivorous,large theropod,theropod,9.0,83.5,70.6,77.05,12.900000000000006,Saurischia,Abelisauridae,Río Negro,-38.76173,-67.982765,1,True,True,True,4,1.0,0.55,0.9,abelisaurus,1.0,0.2474674384949349,abelisaurus,silhouette,,,
Abrictosaurus,abrictosaurus,Abrictosaurus,1,645108,unknown,,unknown,,201.3,190.8,196.05,10.5,Ornithischia,Heterodontosauridae,Qacha's Nek,-30.064182,28.532604,1,True,False,False,2,0.5,0.5,0.5,abrictosaurus,0.4,,abrictosaurus,silhouette,,,
Abrosaurus,abrosaurus,Abrosaurus,1,939383,unknown,,unknown,,170.3,163.5,166.9,6.800000000000011,Saurischia,,Sichuan,29.411388,104.852501,1,True,False,False,1,0.5,0.5,0.5,abrosaurus,0.4,,abrosaurus,silhouette,,,
Abydosaurus,abydosaurus,Abydosaurus,1,850676,unknown,,unknown,,109.0,93.5,101.25,15.5,Saurischia,Brachiosauridae,Utah,40.440887,-109.305244,1,True,False,False,2,0.5,0.5,0.5,abydosaurus,0.4,,abydosaurus,silhouette,,,
Achelousaurus,achelousaurus,Achelousaurus,2,517456,herbivorous,ceratopsian,ceratopsian,6.0,83.6,70.6,77.44999999999999,12.200000000000003,Ornithischia,Ceratopsidae,Montana,48.800411,-113.19600700000001,1,True,True,True,4,0.35,0.85,0.45,achelousaurus,0.2,0.16063675832127353,achelousaurus,silhouette,,,
Acheroraptor,acheroraptor,Acheroraptor,1,1182422,unknown,,unknown,,70.6,66.0,68.3,4.599999999999994,Saurischia,Dromaeosauridae,Montana,47.053055,-107.350281,1,True,False,False,2,0.5,0.5,0.5,acheroraptor,0.4,,acheroraptor,silhouette,,,
Achillesaurus,achillesaurus,Achillesaurus,1,782372,unknown,,unknown,,86.3,83.6,84.94999999999999,2.700000000000003,Saurischia,Alvarezsauridae,Río Negro,-39.117722,-67.632317,1,True,False,False,2,0.5,0.5,0.5,achillesaurus,0.4,,achillesaurus,silhouette,,,
Achillobator,achillobator,Achillobator,1,537891,carnivorous,large theropod,theropod,5.0,100.5,83.6,92.05,16.900000000000006,Saurischia,Dromaeosauridae,Dornogov,44.34,109.858887,1,True,True,True,4,1.0,0.55,0.9,achillobator,1.0,0.1316931982633864,achillobator,silhouette,,,
Acristavus,acristavus,Acristavus,2,995739,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Ornithischia,Hadrosauridae,Montana,42.586283,-111.930527,2,True,False,False,2,0.5,0.5,0.5,acristavus,0.4,,acristavus,silhouette,,,
Acrocanthosaurus,acrocanthosaurus,Acrocanthosaurus,6,260040,carnivorous,large theropod,theropod,12.0,125.0,109.0,118.1225,12.0,Saurischia,Carcharodontosauridae,Oklahoma,34.18,-95.799305,3,True,True,True,4,1.0,0.55,0.9,acrocanthosaurus,1.0,0.33429811866859627,acrocanthosaurus,silhouette,,,
Acrotholus,acrotholus,Acrotholus,1,1135009,unknown,,unknown,,85.8,83.5,84.65,2.299999999999997,Ornithischia,Pachycephalosauridae,Alberta,49.083698,-111.436096,1,True,False,False,2,0.5,0.5,0.5,acrotholus,0.4,,acrotholus,silhouette,,,
Adamantisaurus,adamantisaurus,Adamantisaurus,1,508559,unknown,,unknown,,93.9,83.6,88.75,10.300000000000011,Saurischia,,São Paulo,-21.5667,-51.283298,1,True,False,False,1,0.5,0.5,0.5,adamantisaurus,0.4,,adamantisaurus,silhouette,,,
Adasaurus,adasaurus,Adasaurus,1,1350013,unknown,,unknown,,72.1,66.0,69.05,6.099999999999994,Saurischia,Dromaeosauridae,Omnogov,43.540001,99.599998,1,True,False,False,2,0.5,0.5,0.5,adasaurus,0.4,,adasaurus,silhouette,,,
Adelolophus,adelolophus,Adelolophus,1,1264057,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Ornithischia,Hadrosauridae,Utah,37.599998,-111.900002,1,True,False,False,2,0.5,0.5,0.5,adelolophus,0.4,,adelolophus,silhouette,,,
Adeopapposaurus,adeopapposaurus,Adeopapposaurus,2,566942,unknown,,unknown,,201.3,174.1,187.7,27.200000000000017,Saurischia,Massospondylidae,San Juan,-30.5,-68.5,1,True,False,False,2,0.5,0.5,0.5,adeopapposaurus,0.4,,adeopapposaurus,silhouette,,,
Aegyptosaurus,aegyptosaurus,Aegyptosaurus,7,260830,herbivorous,sauropod,sauropod,15.0,145.0,93.5,96.55,6.099999999999994,Saurischia,,Matruh,28.420826,28.914782,3,True,True,True,3,0.35,0.8,0.25,aegyptosaurus,0.2,0.4211287988422577,aegyptosaurus,silhouette,,,
Aeolosaurus,aeolosaurus,Aeolosaurus,6,343961,unknown,,unknown,,83.6,66.0,74.775,17.549999999999997,Saurischia,,Río Negro,-31.162570000000002,-57.9872645,4,True,False,False,1,0.5,0.5,0.5,aeolosaurus,0.4,,aeolosaurus,silhouette,,,
Aerosteon,aerosteon,Aerosteon,1,819769,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Saurischia,Megaraptoridae,Mendoza,-37.134998,-69.330498,1,True,False,False,2,0.5,0.5,0.5,aerosteon,0.4,,aerosteon,silhouette,,,
Afrovenator,afrovenator,Afrovenator,1,829028,carnivorous,large theropod,theropod,9.0,174.1,145.0,159.55,29.099999999999994,Saurischia,Megalosauridae,Agadez,16.83333,6.53333,1,True,True,True,4,1.0,0.55,0.9,afrovenator,1.0,0.2474674384949349,afrovenator,silhouette,,,
Agilisaurus,agilisaurus,Agilisaurus,1,402860,herbivorous,ornithopod,ornithopod,1.5,170.3,163.5,166.9,6.800000000000011,Ornithischia,,Sichuan,29.411388,104.852501,1,True,True,True,3,0.35,0.6,0.75,agilisaurus,0.2,0.03039073806078148,agilisaurus,silhouette,,,
Agnosphitys,agnosphitys,Agnosphitys,1,261810,unknown,,unknown,,208.5,201.3,204.9,7.199999999999989,Saurischia,Guaibasauridae,England,51.623055,-2.428333,1,True,False,False,2,0.5,0.5,0.5,agnosphitys,0.4,,agnosphitys,silhouette,,,
Agujaceratops,agujaceratops,Agujaceratops,7,229342,unknown,,unknown,,83.5,66.0,77.05,12.900000000000006,Ornithischia,Ceratopsidae,Texas,29.225201,-103.25,1,True,False,False,2,0.5,0.5,0.5,agujaceratops,0.4,,agujaceratops,silhouette,,,
Ahshislepelta,ahshislepelta,Ahshislepelta,1,1206512,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Ornithischia,Ankylosauridae,New Mexico,47.676102,-112.914497,1,True,False,False,2,0.5,0.5,0.5,ahshislepelta,0.4,,ahshislepelta,silhouette,,,
Ajancingenia,ajancingenia,Ajancingenia,1,804050,unknown,,unknown,,83.6,72.1,77.85,11.5,Saurischia,Oviraptoridae,Omnogov,43.299999,99.599998,1,True,False,False,2,0.5,0.5,0.5,ajancingenia,0.4,,ajancingenia,silhouette,,,
Ajkaceratops,ajkaceratops,Ajkaceratops,1,867573,unknown,,unknown,,86.3,83.6,84.94999999999999,2.700000000000003,Ornithischia,,Veszprém,47.216702,17.6,1,True,False,False,1,0.5,0.5,0.5,ajkaceratops,0.4,,ajkaceratops,silhouette,,,
Alamosaurus,alamosaurus,Alamosaurus,27,463300,herbivorous,sauropod,sauropod,21.0,83.6,66.0,69.05,6.099999999999994,Saurischia,Saltasauridae,New Mexico,36.3148,-108.0485,3,True,True,True,4,0.35,0.8,0.25,alamosaurus,0.2,0.5947901591895803,alamosaurus,silhouette,,,
Alaskacephale,alaskacephale,Alaskacephale,1,521550,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Ornithischia,Pachycephalosauridae,Alaska,69.91745,-151.194565,1,True,False,False,2,0.5,0.5,0.5,alaskacephale,0.4,,alaskacephale,silhouette,,,
Albalophosaurus,albalophosaurus,Albalophosaurus,1,343790,unknown,,unknown,,139.8,132.9,136.35000000000002,6.900000000000006,Ornithischia,,Ishikawa,36.166668,136.633331,1,True,False,False,1,0.5,0.5,0.5,albalophosaurus,0.4,,albalophosaurus,silhouette,,,
Albertaceratops,albertaceratops,Albertaceratops,2,641349,herbivorous,ceratopsian,ceratopsian,7.0,83.5,70.6,77.05,12.900000000000006,Ornithischia,Ceratopsidae,Alberta,49.0330335,-110.7123795,2,True,True,True,4,0.35,0.85,0.45,albertaceratops,0.2,0.18958031837916064,albertaceratops,silhouette,,,
Albertadromeus,albertadromeus,Albertadromeus,1,1134765,unknown,,unknown,,83.6,72.1,77.85,11.5,Ornithischia,Thescelosauridae,Alberta,49.179443,-110.682777,1,True,False,False,2,0.5,0.5,0.5,albertadromeus,0.4,,albertadromeus,silhouette,,,
Albertonykus,albertonykus,Albertonykus,1,796106,unknown,,unknown,,70.6,66.0,68.3,4.599999999999994,Saurischia,,Alberta,51.995834,-112.883331,1,True,False,False,1,0.5,0.5,0.5,albertonykus,0.4,,albertonykus,silhouette,,,
Albertosaurus,albertosaurus,Albertosaurus,24,139255,carnivorous,large theropod,theropod,9.0,100.5,66.0,77.05,12.900000000000006,Saurischia,Tyrannosauridae,Alberta,49.016649,-109.790428,10,True,True,True,4,1.0,0.55,0.9,albertosaurus,1.0,0.2474674384949349,albertosaurus,silhouette,,,
Albinykus,albinykus,Albinykus,1,920587,unknown,,unknown,,86.3,83.6,84.94999999999999,2.700000000000003,Saurischia,,Dornogov,44.393677,109.35318,1,True,False,False,1,0.5,0.5,0.5,albinykus,0.4,,albinykus,silhouette,,,
Alectrosaurus,alectrosaurus,Alectrosaurus,20,489800,carnivorous,large theropod,theropod,5.0,100.5,70.6,91.4,4.200000000000003,Saurischia,,Navoi,42.117294,64.40071900000001,7,True,True,True,3,1.0,0.55,0.9,alectrosaurus,1.0,0.1316931982633864,alectrosaurus,silhouette,,,
Alioramus,alioramus,Alioramus,3,831097,carnivorous,large theropod,theropod,6.0,72.1,66.0,69.05,6.099999999999994,Saurischia,Tyrannosauridae,Bayankhongor,43.0,100.386108,3,True,True,True,4,1.0,0.55,0.9,alioramus,1.0,0.16063675832127353,alioramus,silhouette,,,
Allosaurus,allosaurus,Allosaurus,103,149592,carnivorous,large theropod,theropod,12.0,163.5,89.3,151.15,12.300000000000011,Saurischia,Allosauridae,Wyoming,40.441387,-106.138054,13,True,True,True,4,1.0,0.55,0.9,allosaurus,1.0,0.33429811866859627,allosaurus,silhouette,,,
Alnashetri,alnashetri,Alnashetri,1,1079903,unknown,,unknown,,99.6,93.5,96.55,6.099999999999994,Saurischia,Alvarezsauridae,Río Negro,-39.628613,-68.700836,1,True,False,False,2,0.5,0.5,0.5,alnashetri,0.4,,alnashetri,silhouette,,,
Altirhinus,altirhinus,Altirhinus,1,1333305,unknown,,unknown,,109.0,99.6,104.3,9.400000000000006,Ornithischia,,Dornogov,45.845833,108.398613,1,True,False,False,1,0.5,0.5,0.5,altirhinus,0.4,,altirhinus,silhouette,,,
Alvarezsaurus,alvarezsaurus,Alvarezsaurus,1,796323,carnivorous,small theropod,theropod,2.0,86.3,83.6,84.94999999999999,2.700000000000003,Saurischia,Alvarezsauridae,Neuquén,-38.953888,-68.234169,1,True,True,True,4,1.0,0.55,0.9,alvarezsaurus,1.0,0.044862518089725044,alvarezsaurus,silhouette,,,
Alwalkeria,alwalkeria,Alwalkeria,1,545075,unknown,,unknown,,237.0,208.5,222.75,28.5,Saurischia,,Andhra Pradesh,19.0667,79.633301,1,True,False,False,1,0.5,0.5,0.5,alwalkeria,0.4,,alwalkeria,silhouette,,,
Alxasaurus,alxasaurus,Alxasaurus,1,471799,unknown,,unknown,,125.0,113.0,119.0,12.0,Saurischia,,Nei Mongol,41.166668,106.083336,1,True,False,False,1,0.5,0.5,0.5,alxasaurus,0.4,,alxasaurus,silhouette,,,
Amargasaurus,amargasaurus,Amargasaurus,1,150240,herbivorous,sauropod,sauropod,12.0,129.4,122.46,125.93,6.940000000000012,Saurischia,Dicraeosauridae,Neuquén,-39.481979,-70.194786,1,True,True,True,4,0.35,0.8,0.25,amargasaurus,0.2,0.33429811866859627,amargasaurus,silhouette,,,
Amazonsaurus,amazonsaurus,Amazonsaurus,1,624238,unknown,,unknown,,125.0,100.5,112.75,24.5,Saurischia,Rebbachisauridae,Maranhão,-3.402652,-44.360516,1,True,False,False,2,0.5,0.5,0.5,amazonsaurus,0.4,,amazonsaurus,silhouette,,,
Ammosaurus,ammosaurus,Ammosaurus,3,690320,herbivorous,sauropod,sauropod,5.0,201.3,196.5,198.9,4.800000000000011,Saurischia,Anchisauridae,Nova Scotia,45.397652,-64.219345,1,True,True,True,4,0.35,0.8,0.25,ammosaurus,0.2,0.1316931982633864,ammosaurus,silhouette,,,
Ampelosaurus,ampelosaurus,Ampelosaurus,5,487176,herbivorous,sauropod,sauropod,15.0,83.5,66.0,77.05,12.900000000000006,Saurischia,,Languedoc-Roussillon,43.349998,2.95,4,True,True,True,3,0.35,0.8,0.25,ampelosaurus,0.2,0.4211287988422577,ampelosaurus,silhouette,,,
Amphicoelias,amphicoelias,Amphicoelias,6,481759,unknown,,unknown,,161.2,145.0,151.15,8.749999999999986,Saurischia,Diplodocidae,Colorado,38.5501005,-105.235649,4,True,False,False,2,0.5,0.5,0.5,amphicoelias,0.4,,amphicoelias,silhouette,,,
Amtocephale,amtocephale,Amtocephale,1,1093936,unknown,,unknown,,100.5,89.8,95.15,10.700000000000003,Ornithischia,Pachycephalosauridae,Omnogov,43.564167,107.911667,1,True,False,False,2,0.5,0.5,0.5,amtocephale,0.4,,amtocephale,silhouette,,,
Amtosaurus,amtosaurus,Amtosaurus,1,741718,unknown,,unknown,,100.5,89.8,95.15,10.700000000000003,Ornithischia,,Omnogov,43.144169,107.518059,1,True,False,False,1,0.5,0.5,0.5,amtosaurus,0.4,,amtosaurus,silhouette,,,
Amurosaurus,amurosaurus,Amurosaurus,1,474063,unknown,,unknown,,70.6,66.0,68.3,4.599999999999994,Ornithischia,Hadrosauridae,Amur,50.251945,127.480278,1,True,False,False,2,0.5,0.5,0.5,amurosaurus,0.4,,amurosaurus,silhouette,,,
Amygdalodon,amygdalodon,Amygdalodon,1,139306,herbivorous,sauropod,sauropod,15.0,180.1,171.6,175.85,8.5,Saurischia,,Chubut,-43.966667,-69.51667,1,True,True,True,3,0.35,0.8,0.25,amygdalodon,0.2,0.4211287988422577,amygdalodon,silhouette,,,
Anabisetia,anabisetia,Anabisetia,2,488651,unknown,,unknown,,93.5,89.3,91.4,4.200000000000003,Ornithischia,,Neuquén,-39.07045,-69.15123,1,True,False,False,1,0.5,0.5,0.5,anabisetia,0.4,,anabisetia,silhouette,,,
Anasazisaurus,anasazisaurus,Anasazisaurus,1,715657,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Ornithischia,Hadrosauridae,New Mexico,36.1548,-107.816597,1,True,False,False,2,0.5,0.5,0.5,anasazisaurus,0.4,,anasazisaurus,silhouette,,,
Anatotitan,anatotitan,Anatotitan,3,255376,unknown,,unknown,,72.1,66.0,69.05,6.099999999999994,Ornithischia,Hadrosauridae,Montana,47.599998,-106.099998,2,True,False,False,2,0.5,0.5,0.5,anatotitan,0.4,,anatotitan,silhouette,,,
Anchiceratops,anchiceratops,Anchiceratops,4,297616,herbivorous,ceratopsian,ceratopsian,6.0,83.5,66.0,71.9,11.799999999999997,Ornithischia,Ceratopsidae,Alberta,51.746399,-112.958298,1,True,True,True,4,0.35,0.85,0.45,anchiceratops,0.2,0.16063675832127353,anchiceratops,silhouette,,,
Anchiornis,anchiornis,Anchiornis,3,829458,unknown,,unknown,,167.7,150.8,159.25,16.899999999999977,Saurischia,,Liaoning,40.868057,119.650002,1,True,False,False,1,0.5,0.5,0.5,anchiornis,0.4,,anchiornis,silhouette,,,
Anchisaurus,anchisaurus,Anchisaurus,2,477078,herbivorous,sauropod,sauropod,2.0,201.3,190.8,196.05,10.5,Saurischia,,Connecticut,41.956688,-72.56939650000001,2,True,True,True,3,0.35,0.8,0.25,anchisaurus,0.2,0.044862518089725044,anchisaurus,silhouette,,,
Andesaurus,andesaurus,Andesaurus,1,460637,unknown,,unknown,,99.6,93.5,96.55,6.099999999999994,Saurischia,,Neuquén,-39.2803,-68.756302,1,True,False,False,1,0.5,0.5,0.5,andesaurus,0.4,,andesaurus,silhouette,,,
Angaturama,angaturama,Angaturama,1,508710,unknown,,unknown,,113.0,100.5,106.75,12.5,Saurischia,Spinosauridae,Ceará,-7.216667,-39.266666,1,True,False,False,2,0.5,0.5,0.5,angaturama,0.4,,angaturama,silhouette,,,
Angolatitan,angolatitan,Angolatitan,1,572945,unknown,,unknown,,93.5,89.3,91.4,4.200000000000003,Saurischia,,Bengo,-8.17,13.21,1,True,False,False,1,0.5,0.5,0.5,angolatitan,0.4,,angolatitan,silhouette,,,
Angulomastacator,angulomastacator,Angulomastacator,1,819151,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Ornithischia,Hadrosauridae,Texas,29.301561,-103.504128,1,True,False,False,2,0.5,0.5,0.5,angulomastacator,0.4,,angulomastacator,silhouette,,,
Aniksosaurus,aniksosaurus,Aniksosaurus,1,654765,unknown,,unknown,,100.5,89.8,95.15,10.700000000000003,Saurischia,Compsognathidae,Chubut,-44.76667,-69.183334,1,True,False,False,2,0.5,0.5,0.5,aniksosaurus,0.4,,aniksosaurus,silhouette,,,
Animantarx,animantarx,Animantarx,1,285084,unknown,,unknown,,105.3,99.6,102.44999999999999,5.700000000000003,Ornithischia,Nodosauridae,Utah,39.155956,-110.857689,1,True,False,False,2,0.5,0.5,0.5,animantarx,0.4,,animantarx,silhouette,,,
Ankylosaurus,ankylosaurus,Ankylosaurus,15,139340,herbivorous,armored dinosaur,armored,7.0,83.5,66.0,68.3,4.599999999999994,Ornithischia,Ankylosauridae,Wyoming,41.94062,-106.891731,5,True,True,True,4,0.35,1.0,0.3,ankylosaurus,0.2,0.18958031837916064,ankylosaurus,silhouette,,,
Anodontosaurus,anodontosaurus,Anodontosaurus,10,463382,unknown,,unknown,,83.6,66.0,74.75,12.900000000000006,Ornithischia,Ankylosauridae,Alberta,51.5199625,-112.865101,1,True,False,False,2,0.5,0.5,0.5,anodontosaurus,0.4,,anodontosaurus,silhouette,,,
Anoplosaurus,anoplosaurus,Anoplosaurus,1,567016,unknown,,unknown,,99.6,93.5,96.55,6.099999999999994,Ornithischia,Nodosauridae,England,51.946388,-0.651944,1,True,False,False,2,0.5,0.5,0.5,anoplosaurus,0.4,,anoplosaurus,silhouette,,,
Anserimimus,anserimimus,Anserimimus,1,513562,carnivorous,large theropod,theropod,3.5,72.1,66.0,69.05,6.099999999999994,Saurischia,Ornithomimidae,Omnogov,43.540001,99.599998,1,True,True,True,4,1.0,0.55,0.9,anserimimus,1.0,0.08827785817655572,anserimimus,silhouette,,,
Antarctopelta,antarctopelta,Antarctopelta,1,474488,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Ornithischia,Nodosauridae,Unknown,-63.926666,-57.814167,1,True,False,False,2,0.5,0.5,0.5,antarctopelta,0.4,,antarctopelta,silhouette,,,
Antarctosaurus,antarctosaurus,Antarctosaurus,8,508088,herbivorous,sauropod,sauropod,18.0,93.9,66.0,75.925,6.149999999999999,Saurischia,,Maharashtra,-0.22458250000000035,10.659030999999999,7,True,True,True,3,0.35,0.8,0.25,antarctosaurus,0.2,0.507959479015919,antarctosaurus,silhouette,,,
Antetonitrus,antetonitrus,Antetonitrus,1,410610,unknown,,unknown,,228.0,201.3,214.65,26.69999999999999,Saurischia,,Free State,-29.106667,27.319445,1,True,False,False,1,0.5,0.5,0.5,antetonitrus,0.4,,antetonitrus,silhouette,,,
Anticheiropus,anticheiropus,Anticheiropus,2,520194,unknown,,unknown,,201.3,190.8,198.175,6.25,Saurischia,,Massachusetts,42.562129999999996,-72.54063,1,True,False,False,1,0.5,0.5,0.5,anticheiropus,0.4,,anticheiropus,silhouette,,,
Anzu,anzu,Anzu,2,1197891,unknown,,unknown,,70.6,66.0,68.3,4.599999999999994,Saurischia,Caenagnathidae,North Dakota,46.100767000000005,-103.88287,2,True,False,False,2,0.5,0.5,0.5,anzu,0.4,,anzu,silhouette,,,
Aoniraptor,aoniraptor,Aoniraptor,1,1337637,unknown,,unknown,,99.6,89.3,94.44999999999999,10.299999999999997,Saurischia,Neovenatoridae,Río Negro,-39.397778,-68.617775,1,True,False,False,2,0.5,0.5,0.5,aoniraptor,0.4,,aoniraptor,silhouette,,,
Aorun,aorun,Aorun,1,1134243,unknown,,unknown,,166.1,163.5,164.8,2.5999999999999943,Saurischia,,Xinjiang,45.191288,88.919884,1,True,False,False,1,0.5,0.5,0.5,aorun,0.4,,aorun,silhouette,,,
Apatichnus,apatichnus,Apatichnus,5,520182,unknown,,unknown,,201.3,190.8,196.05,10.5,Ornithischia,Anomoepodidae,Massachusetts,42.609165,-72.549606,1,True,False,False,2,0.5,0.5,0.5,apatichnus,0.4,,apatichnus,silhouette,,,
Apatoraptor,apatoraptor,Apatoraptor,1,1338877,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Saurischia,Caenagnathidae,Alberta,51.490768,-112.806282,1,True,False,False,2,0.5,0.5,0.5,apatoraptor,0.4,,apatoraptor,silhouette,,,
Apatosaurus,apatosaurus,Apatosaurus,45,150311,herbivorous,sauropod,sauropod,21.0,161.2,145.0,151.15,12.300000000000011,Saurischia,Diplodocidae,Wyoming,41.893055,-106.3153,7,True,True,True,4,0.35,0.8,0.25,apatosaurus,0.2,0.5947901591895803,apatosaurus,silhouette,,,
Appalachiosaurus,appalachiosaurus,Appalachiosaurus,1,486392,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Saurischia,,Alabama,32.15472,-86.016388,1,True,False,False,1,0.5,0.5,0.5,appalachiosaurus,0.4,,appalachiosaurus,silhouette,,,
Apulosauripus,apulosauripus,Apulosauripus,1,624158,unknown,,unknown,,85.8,83.5,84.65,2.299999999999997,Ornithischia,,Apulia,40.805904,16.62492,1,True,False,False,1,0.5,0.5,0.5,apulosauripus,0.4,,apulosauripus,silhouette,,,
Aquilops,aquilops,Aquilops,1,1247878,unknown,,unknown,,109.0,99.6,104.3,9.400000000000006,Ornithischia,,Montana,45.0,-109.0,1,True,False,False,1,0.5,0.5,0.5,aquilops,0.4,,aquilops,silhouette,,,
Aragosaurus,aragosaurus,Aragosaurus,1,382508,herbivorous,sauropod,sauropod,18.0,145.0,139.8,142.4,5.199999999999989,Saurischia,,Aragón,40.661667,-0.87934,1,True,True,True,3,0.35,0.8,0.25,aragosaurus,0.2,0.507959479015919,aragosaurus,silhouette,,,
Aralosaurus,aralosaurus,Aralosaurus,1,520733,herbivorous,ornithopod,ornithopod,8.0,86.3,70.6,78.44999999999999,15.700000000000003,Ornithischia,Hadrosauridae,Qyzylorda,45.950001,64.650002,1,True,True,True,4,0.35,0.6,0.75,aralosaurus,0.2,0.21852387843704776,aralosaurus,silhouette,,,
Archaeoceratops,archaeoceratops,Archaeoceratops,3,458367,herbivorous,ceratopsian,ceratopsian,1.3,129.4,100.5,121.2,16.400000000000006,Ornithischia,,Gansu,41.575001,97.616669,1,True,True,True,3,0.35,0.85,0.45,archaeoceratops,0.2,0.024602026049204057,archaeoceratops,silhouette,,,
Archaeodontosaurus,archaeodontosaurus,Archaeodontosaurus,1,538368,unknown,,unknown,,168.3,166.1,167.2,2.200000000000017,Saurischia,,Mahajanga,-16.416668,47.133331,1,True,False,False,1,0.5,0.5,0.5,archaeodontosaurus,0.4,,archaeodontosaurus,silhouette,,,
Archaeornithoides,archaeornithoides,Archaeornithoides,1,490894,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Saurischia,Troodontidae,Omnogov,44.156948,103.692329,1,True,False,False,2,0.5,0.5,0.5,archaeornithoides,0.4,,archaeornithoides,silhouette,,,
Archaeornithomimus,archaeornithomimus,Archaeornithomimus,4,487439,carnivorous,small theropod,theropod,3.5,89.8,70.6,81.875,9.550000000000004,Saurischia,Ornithomimidae,Nei Mongol,42.9294815,91.44234850000001,3,True,True,True,4,1.0,0.55,0.9,archaeornithomimus,1.0,0.08827785817655572,archaeornithomimus,silhouette,,,
Arcovenator,arcovenator,Arcovenator,1,1188017,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Saurischia,Abelisauridae,Provence-Alpes-Côte d'Azur,43.5,5.733333,1,True,False,False,2,0.5,0.5,0.5,arcovenator,0.4,,arcovenator,silhouette,,,
Arcusaurus,arcusaurus,Arcusaurus,1,711598,unknown,,unknown,,201.3,190.8,196.05,10.5,Saurischia,,Free State,-28.466667,27.825277,1,True,False,False,1,0.5,0.5,0.5,arcusaurus,0.4,,arcusaurus,silhouette,,,
Arenysaurus,arenysaurus,Arenysaurus,1,460772,unknown,,unknown,,70.6,66.0,68.3,4.599999999999994,Ornithischia,Hadrosauridae,Aragón,42.26667,0.73333,1,True,False,False,2,0.5,0.5,0.5,arenysaurus,0.4,,arenysaurus,silhouette,,,
Argentinosaurus,argentinosaurus,Argentinosaurus,1,513500,herbivorous,sauropod,sauropod,35.0,99.6,89.8,94.69999999999999,9.799999999999997,Saurischia,,Neuquén,-38.916672,-69.059998,1,True,True,True,3,0.35,0.8,0.25,argentinosaurus,0.2,1.0,argentinosaurus,silhouette,,,
Argoides,argoides,Argoides,10,520411,unknown,,unknown,,228.0,190.8,196.05,10.5,Saurischia,,Massachusetts,42.338198000000006,-72.5649985,3,True,False,False,1,0.5,0.5,0.5,argoides,0.4,,argoides,silhouette,,,
Argyrosaurus,argyrosaurus,Argyrosaurus,1,508502,unknown,,unknown,,83.6,66.0,74.8,17.599999999999994,Saurischia,,Chubut,-45.450001,-69.216667,1,True,False,False,1,0.5,0.5,0.5,argyrosaurus,0.4,,argyrosaurus,silhouette,,,
Arrhinoceratops,arrhinoceratops,Arrhinoceratops,3,626784,herbivorous,ceratopsian,ceratopsian,6.0,83.5,66.0,74.75,17.5,Ornithischia,Ceratopsidae,Alberta,51.610523,-112.875389,1,True,True,True,4,0.35,0.85,0.45,arrhinoceratops,0.2,0.16063675832127353,arrhinoceratops,silhouette,,,
Asiaceratops,asiaceratops,Asiaceratops,8,560920,unknown,,unknown,,100.5,93.5,96.55,6.099999999999994,Ornithischia,Leptoceratopsidae,Navoi,40.099998,65.800003,3,True,False,False,2,0.5,0.5,0.5,asiaceratops,0.4,,asiaceratops,silhouette,,,
Asianopodus,asianopodus,Asianopodus,2,575533,unknown,,unknown,,139.8,125.0,130.0625,9.675000000000004,Saurischia,,Ishikawa,37.592569,121.9843635,2,True,False,False,1,0.5,0.5,0.5,asianopodus,0.4,,asianopodus,silhouette,,,
Astrophocaudia,astrophocaudia,Astrophocaudia,1,1092776,unknown,,unknown,,112.03,109.0,110.515,3.030000000000001,Saurischia,,Texas,33.15361,-97.571388,1,True,False,False,1,0.5,0.5,0.5,astrophocaudia,0.4,,astrophocaudia,silhouette,,,
