name,slug,display_name,occurrence_count,exemplar_occurrence_no,diet,type,type_group,length_m,max_ma,min_ma,era_mid_ma,survival_span_ma,class_name,family,region_example,lat,lng,unique_regions,has_any_coords,has_any_length,match_pool,data_quality_score,attack_base,defense_base,mobility_base,id,diet_code,length_norm,image_key,image_mode,image_url,image_credit,image_license
Corvipes,corvipes,Corvipes,6,520249,unknown,,unknown,,201.3,190.8,196.05,10.5,Ornithischia,Anomoepodidae,Massachusetts,42.606485,-72.5442085,2,True,False,False,2,0.5,0.5,0.5,corvipes,0.4,,corvipes,silhouette,,,
Corythosaurus,corythosaurus,Corythosaurus,25,466860,herbivorous,ornithopod,ornithopod,10.0,83.6,70.6,77.05,12.900000000000006,Ornithischia,Hadrosauridae,Alberta,50.746986,-111.509666,2,True,True,True,4,0.35,0.6,0.75,corythosaurus,0.2,0.27641099855282203,corythosaurus,silhouette,,,
Craspedodon,craspedodon,Craspedodon,1,507603,unknown,,unknown,,86.3,70.6,78.44999999999999,15.700000000000003,Ornithischia,,Namur,50.549999,4.7333,1,True,False,False,1,0.5,0.5,0.5,craspedodon,0.4,,craspedodon,silhouette,,,
Crichtonsaurus,crichtonsaurus,Crichtonsaurus,2,826857,unknown,,unknown,,100.5,89.8,95.15,10.700000000000003,Ornithischia,Ankylosauridae,Liaoning,41.697491,120.7838365,1,True,False,False,2,0.5,0.5,0.5,crichtonsaurus,0.4,,crichtonsaurus,silhouette,,,
Cruxicheiros,cruxicheiros,Cruxicheiros,1,851343,unknown,,unknown,,167.7,164.7,166.2,3.0,Saurischia,,England,51.950001,-1.616667,1,True,False,False,1,0.5,0.5,0.5,cruxicheiros,0.4,,cruxicheiros,silhouette,,,
Cryolophosaurus,cryolophosaurus,Cryolophosaurus,1,475133,carnivorous,large theropod,theropod,8.0,199.3,182.7,191.0,16.600000000000023,Saurischia,,Unknown,-84.333336,166.449997,1,True,True,True,3,1.0,0.55,0.9,cryolophosaurus,1.0,0.21852387843704776,cryolophosaurus,silhouette,,,
Cumnoria,cumnoria,Cumnoria,3,280829,unknown,,unknown,,155.7,145.0,148.55,7.099999999999994,Ornithischia,,Nord-Pas-de-Calais,50.766701,1.6333,2,True,False,False,1,0.5,0.5,0.5,cumnoria,0.4,,cumnoria,silhouette,,,
Daanosaurus,daanosaurus,Daanosaurus,1,811556,unknown,,unknown,,163.5,145.0,154.25,18.5,Saurischia,,Sichuan,29.219999,104.769997,1,True,False,False,1,0.5,0.5,0.5,daanosaurus,0.4,,daanosaurus,silhouette,,,
Dacentrurus,dacentrurus,Dacentrurus,20,478161,herbivorous,armored dinosaur,armored,6.0,163.5,125.45,150.35,5.800000000000011,Ornithischia,Stegosauridae,Leiria,40.0250165,-1.15,10,True,True,True,4,0.35,1.0,0.3,dacentrurus,0.2,0.16063675832127353,dacentrurus,silhouette,,,
Daemonosaurus,daemonosaurus,Daemonosaurus,1,935231,unknown,,unknown,,208.5,201.3,204.9,7.199999999999989,Saurischia,,New Mexico,36.331699,-106.473099,1,True,False,False,1,0.5,0.5,0.5,daemonosaurus,0.4,,daemonosaurus,silhouette,,,
Dahalokely,dahalokely,Dahalokely,1,1127409,unknown,,unknown,,93.9,89.8,91.85,4.1000000000000085,Saurischia,Abelisauridae,Unknown,-13.771667,49.528057,1,True,False,False,2,0.5,0.5,0.5,dahalokely,0.4,,dahalokely,silhouette,,,
Dakotadon,dakotadon,Dakotadon,1,489862,unknown,,unknown,,139.8,132.9,136.35000000000002,6.900000000000006,Ornithischia,,South Dakota,44.474701,-103.621002,1,True,False,False,1,0.5,0.5,0.5,dakotadon,0.4,,dakotadon,silhouette,,,
Dakotaraptor,dakotaraptor,Dakotaraptor,1,1303313,unknown,,unknown,,70.6,66.0,68.3,4.599999999999994,Saurischia,Dromaeosauridae,South Dakota,45.233196,-103.20755,1,True,False,False,2,0.5,0.5,0.5,dakotaraptor,0.4,,dakotaraptor,silhouette,,,
Dakotasaurus,dakotasaurus,Dakotasaurus,1,468606,unknown,,unknown,,113.0,93.9,103.45,19.099999999999994,Ornithischia,,Wyoming,42.789444,-108.730003,1,True,False,False,1,0.5,0.5,0.5,dakotasaurus,0.4,,dakotasaurus,silhouette,,,
Dalianraptor,dalianraptor,Dalianraptor,1,1066202,unknown,,unknown,,145.0,100.5,122.75,44.5,Saurischia,,Liaoning,41.573612,120.450279,1,True,False,False,1,0.5,0.5,0.5,dalianraptor,0.4,,dalianraptor,silhouette,,,
Damalasaurus,damalasaurus,Damalasaurus,1,1252928,unknown,,unknown,,201.3,174.1,187.7,27.200000000000017,Saurischia,,Xizang,31.1,97.199997,1,True,False,False,1,0.5,0.5,0.5,damalasaurus,0.4,,damalasaurus,silhouette,,,
Dashanpusaurus,dashanpusaurus,Dashanpusaurus,1,1091842,unknown,,unknown,,170.3,163.5,166.9,6.800000000000011,Saurischia,Camarasauridae,Sichuan,29.411388,104.852501,1,True,False,False,2,0.5,0.5,0.5,dashanpusaurus,0.4,,dashanpusaurus,silhouette,,,
Daspletosaurus,daspletosaurus,Daspletosaurus,14,139261,carnivorous,large theropod,theropod,9.0,85.8,66.0,77.05,12.900000000000006,Saurischia,Tyrannosauridae,Alberta,48.8584995,-111.703953,4,True,True,True,4,1.0,0.55,0.9,daspletosaurus,1.0,0.2474674384949349,daspletosaurus,silhouette,,,
Datanglong,datanglong,Datanglong,1,1226371,unknown,,unknown,,125.0,113.0,119.0,12.0,Saurischia,,Guangxi Zhuang,22.243889,108.194725,1,True,False,False,1,0.5,0.5,0.5,datanglong,0.4,,datanglong,silhouette,,,
Datonglong,datonglong,Datonglong,1,1320308,unknown,,unknown,,100.5,72.1,86.3,28.400000000000006,Ornithischia,,Shanxi,40.189999,114.0439,1,True,False,False,1,0.5,0.5,0.5,datonglong,0.4,,datonglong,silhouette,,,
Datousaurus,datousaurus,Datousaurus,1,402868,herbivorous,sauropod,sauropod,15.0,170.3,163.5,166.9,6.800000000000011,Saurischia,,Sichuan,29.411388,104.852501,1,True,True,True,3,0.35,0.8,0.25,datousaurus,0.2,0.4211287988422577,datousaurus,silhouette,,,
Daxiatitan,daxiatitan,Daxiatitan,1,829375,unknown,,unknown,,145.0,100.5,122.75,44.5,Saurischia,,Gansu,35.728329,103.218102,1,True,False,False,1,0.5,0.5,0.5,daxiatitan,0.4,,daxiatitan,silhouette,,,
Defarrariischnium,defarrariischnium,Defarrariischnium,2,884205,unknown,,unknown,,99.6,93.5,96.55,6.099999999999994,Saurischia,,Mendoza,-39.516666,-69.25,1,True,False,False,1,0.5,0.5,0.5,defarrariischnium,0.4,,defarrariischnium,silhouette,,,
Deinocheirus,deinocheirus,Deinocheirus,2,403400,omnivorous,large theropod,theropod,10.0,100.5,66.0,81.725,7.649999999999999,Saurischia,,Omnogov,43.589304,104.1786115,1,True,True,True,3,0.65,0.55,0.9,deinocheirus,0.6,0.27641099855282203,deinocheirus,silhouette,,,
Deinonychus,deinonychus,Deinonychus,38,367439,carnivorous,small theropod,theropod,3.0,125.0,100.5,106.75,12.5,Saurischia,Dromaeosauridae,Montana,45.2262,-108.3170355,5,True,True,True,4,1.0,0.55,0.9,deinonychus,1.0,0.07380607814761216,deinonychus,silhouette,,,
Delapparentia,delapparentia,Delapparentia,2,636497,unknown,,unknown,,136.4,125.45,129.325,7.75,Ornithischia,,Aragón,40.802338,-0.813841,1,True,False,False,1,0.5,0.5,0.5,delapparentia,0.4,,delapparentia,silhouette,,,
Delatorrichnus,delatorrichnus,Delatorrichnus,2,790507,unknown,,unknown,,201.3,157.3,180.3,6.799999999999997,Ornithischia,,Santa Cruz,1.7788640000000022,-23.7157555,2,True,False,False,1,0.5,0.5,0.5,delatorrichnus,0.4,,delatorrichnus,silhouette,,,
Deltadromeus,deltadromeus,Deltadromeus,5,262166,carnivorous,large theropod,theropod,8.1,99.6,93.5,96.55,6.099999999999994,Saurischia,,Matruh,28.43112,28.914782,2,True,True,True,3,1.0,0.55,0.9,deltadromeus,1.0,0.22141823444283648,deltadromeus,silhouette,,,
Demandasaurus,demandasaurus,Demandasaurus,1,502071,unknown,,unknown,,130.0,122.46,126.22999999999999,7.540000000000006,Saurischia,Rebbachisauridae,Castilla y Leon,42.016701,-3.3333,1,True,False,False,2,0.5,0.5,0.5,demandasaurus,0.4,,demandasaurus,silhouette,,,
Deuterotetrapous,deuterotetrapous,Deuterotetrapous,1,1365954,unknown,,unknown,,247.2,242.0,244.6,5.199999999999989,Saurischia,,England,52.945992,-1.349473,1,True,False,False,1,0.5,0.5,0.5,deuterotetrapous,0.4,,deuterotetrapous,silhouette,,,
Diabloceratops,diabloceratops,Diabloceratops,2,782319,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Ornithischia,Ceratopsidae,Utah,37.184584,-111.497917,1,True,False,False,2,0.5,0.5,0.5,diabloceratops,0.4,,diabloceratops,silhouette,,,
Diamantinasaurus,diamantinasaurus,Diamantinasaurus,2,591690,unknown,,unknown,,100.5,89.3,95.725,8.649999999999999,Saurischia,,Queensland,-22.274027500000003,142.808891,1,True,False,False,1,0.5,0.5,0.5,diamantinasaurus,0.4,,diamantinasaurus,silhouette,,,
Dicraeosaurus,dicraeosaurus,Dicraeosaurus,18,475141,herbivorous,sauropod,sauropod,20.0,163.5,145.0,148.55,7.099999999999994,Saurischia,Dicraeosauridae,Lindi,-9.704556,39.22842,2,True,True,True,4,0.35,0.8,0.25,dicraeosaurus,0.2,0.5658465991316932,dicraeosaurus,silhouette,,,
Dilong,dilong,Dilong,2,537572,unknown,,unknown,,130.0,122.46,126.22999999999999,7.540000000000006,Saurischia,,Liaoning,41.6115765,120.904686,1,True,False,False,1,0.5,0.5,0.5,dilong,0.4,,dilong,silhouette,,,
Dilophosauripus,dilophosauripus,Dilophosauripus,5,382153,unknown,,unknown,,208.5,182.7,203.9,9.199999999999989,Saurischia,Grallatoridae,Arizona,36.099998,-111.243332,2,True,False,False,2,0.5,0.5,0.5,dilophosauripus,0.4,,dilophosauripus,silhouette,,,
Dilophosaurus,dilophosaurus,Dilophosaurus,7,150849,carnivorous,large theropod,theropod,6.0,201.3,182.7,191.0,16.600000000000023,Saurischia,,Arizona,35.679169,-110.32,3,True,True,True,3,1.0,0.55,0.9,dilophosaurus,1.0,0.16063675832127353,dilophosaurus,silhouette,,,
Dinehichnus,dinehichnus,Dinehichnus,4,540059,unknown,,unknown,,163.5,145.0,154.475,5.200000000000017,Ornithischia,,Colorado,39.2901975,-58.935542500000004,4,True,False,False,1,0.5,0.5,0.5,dinehichnus,0.4,,dinehichnus,silhouette,,,
Dinosauropodes,dinosauropodes,Dinosauropodes,3,519621,unknown,,unknown,,83.6,72.1,77.85,11.5,Ornithischia,,Utah,39.693802,-110.919899,1,True,False,False,1,0.5,0.5,0.5,dinosauropodes,0.4,,dinosauropodes,silhouette,,,
Diplodocus,diplodocus,Diplodocus,57,149598,herbivorous,sauropod,sauropod,26.0,161.2,145.0,151.15,12.300000000000011,Saurischia,Diplodocidae,Wyoming,41.901386,-106.310997,7,True,True,True,4,0.35,0.8,0.25,diplodocus,0.2,0.739507959479016,diplodocus,silhouette,,,
Dongbeititan,dongbeititan,Dongbeititan,1,826856,unknown,,unknown,,129.4,125.0,127.2,4.400000000000006,Saurischia,,Liaoning,41.765495,120.717308,1,True,False,False,1,0.5,0.5,0.5,dongbeititan,0.4,,dongbeititan,silhouette,,,
Dongyangopelta,dongyangopelta,Dongyangopelta,1,1151791,unknown,,unknown,,113.0,93.9,103.45,19.099999999999994,Ornithischia,Nodosauridae,Zhejiang,28.709999,119.209999,1,True,False,False,2,0.5,0.5,0.5,dongyangopelta,0.4,,dongyangopelta,silhouette,,,
Dongyangosaurus,dongyangosaurus,Dongyangosaurus,1,984121,unknown,,unknown,,100.5,93.9,97.2,6.599999999999994,Saurischia,,Zhejiang,29.266666,120.210831,1,True,False,False,1,0.5,0.5,0.5,dongyangosaurus,0.4,,dongyangosaurus,silhouette,,,
Draconyx,draconyx,Draconyx,2,489359,unknown,,unknown,,152.1,145.0,148.55,7.099999999999994,Ornithischia,,Estremadura,39.65847,-8.7087485,1,True,False,False,1,0.5,0.5,0.5,draconyx,0.4,,draconyx,silhouette,,,
Dracopelta,dracopelta,Dracopelta,1,478018,unknown,,unknown,,150.8,145.0,147.9,5.800000000000011,Ornithischia,,Lisboa,39.056244,-9.415289,1,True,False,False,1,0.5,0.5,0.5,dracopelta,0.4,,dracopelta,silhouette,,,
Dracoraptor,dracoraptor,Dracoraptor,1,1311443,unknown,,unknown,,201.3,199.3,200.3,2.0,Saurischia,,Wales,51.406387,-3.169722,1,True,False,False,1,0.5,0.5,0.5,dracoraptor,0.4,,dracoraptor,silhouette,,,
Dracovenator,dracovenator,Dracovenator,2,461466,unknown,,unknown,,201.3,190.8,196.05,10.5,Saurischia,,Eastern Cape,-28.908334500000002,27.338335,2,True,False,False,1,0.5,0.5,0.5,dracovenator,0.4,,dracovenator,silhouette,,,
Dreadnoughtus,dreadnoughtus,Dreadnoughtus,1,1227130,unknown,,unknown,,83.6,66.0,74.8,17.599999999999994,Saurischia,,Santa Cruz,-49.883331,-71.98333,1,True,False,False,1,0.5,0.5,0.5,dreadnoughtus,0.4,,dreadnoughtus,silhouette,,,
Drinker,drinker,Drinker,6,491451,unknown,,unknown,,157.3,145.0,148.55,7.099999999999994,Ornithischia,,Wyoming,41.9003775,-105.9909705,1,True,False,False,1,0.5,0.5,0.5,drinker,0.4,,drinker,silhouette,,,
Dromaeopodus,dromaeopodus,Dromaeopodus,2,707864,unknown,,unknown,,129.4,70.6,96.0,20.900000000000006,Saurischia,Dromaeopodidae,Cochabamba,8.547131499999999,26.4841155,2,True,False,False,2,0.5,0.5,0.5,dromaeopodus,0.4,,dromaeopodus,silhouette,,,
Dromaeosauripus,dromaeosauripus,Dromaeosauripus,1,1223295,unknown,,unknown,,129.4,125.0,127.2,4.400000000000006,Saurischia,Dromaeopodidae,Gyeongsangnam-do,34.964722,127.984444,1,True,False,False,2,0.5,0.5,0.5,dromaeosauripus,0.4,,dromaeosauripus,silhouette,,,
Dromaeosauroides,dromaeosauroides,Dromaeosauroides,1,635128,unknown,,unknown,,145.0,140.2,142.6,4.800000000000011,Saurischia,Dromaeosauridae,Bornholm,55.080208,14.752449,1,True,False,False,2,0.5,0.5,0.5,dromaeosauroides,0.4,,dromaeosauroides,silhouette,,,
Dromaeosaurus,dromaeosaurus,Dromaeosaurus,42,248041,carnivorous,small theropod,theropod,1.8,145.0,66.0,77.05,12.900000000000006,Saurischia,Dromaeosauridae,Alberta,50.6624125,-111.420811,6,True,True,True,4,1.0,0.55,0.9,dromaeosaurus,1.0,0.039073806078147616,dromaeosaurus,silhouette,,,
Drusilasaura,drusilasaura,Drusilasaura,1,941813,unknown,,unknown,,99.6,89.3,94.44999999999999,10.299999999999997,Saurischia,,Santa Cruz,-46.718056,-69.665276,1,True,False,False,1,0.5,0.5,0.5,drusilasaura,0.4,,drusilasaura,silhouette,,,
Dryosaurus,dryosaurus,Dryosaurus,23,220165,herbivorous,ornithopod,ornithopod,4.0,161.2,145.0,151.15,12.300000000000011,Ornithischia,Dryosauridae,Wyoming,41.893055,-106.078903,6,True,True,True,4,0.35,0.6,0.75,dryosaurus,0.2,0.10274963820549927,dryosaurus,silhouette,,,
Dryptosaurus,dryptosaurus,Dryptosaurus,15,255621,carnivorous,large theropod,theropod,6.4,113.0,66.0,69.05,6.099999999999994,Saurischia,,Wyoming,40.299999,-100.625374,5,True,True,True,3,1.0,0.55,0.9,dryptosaurus,1.0,0.1722141823444284,dryptosaurus,silhouette,,,
Dubreuillosaurus,dubreuillosaurus,Dubreuillosaurus,1,297120,carnivorous,large theropod,theropod,,167.7,164.7,166.2,3.0,Saurischia,Megalosauridae,Basse-Normandie,49.416668,0.4,1,True,False,False,3,1.0,0.55,0.9,dubreuillosaurus,1.0,,dubreuillosaurus,silhouette,,,
Duriatitan,duriatitan,Duriatitan,8,280927,unknown,,unknown,,166.1,93.9,148.55,7.099999999999994,Saurischia,,England,50.766701,-0.8431945,4,True,False,False,1,0.5,0.5,0.5,duriatitan,0.4,,duriatitan,silhouette,,,
Duriavenator,duriavenator,Duriavenator,1,516477,unknown,,unknown,,171.6,167.7,169.64999999999998,3.9000000000000057,Saurischia,Megalosauridae,England,50.961945,-2.517778,1,True,False,False,2,0.5,0.5,0.5,duriavenator,0.4,,duriavenator,silhouette,,,
Dyoplosaurus,dyoplosaurus,Dyoplosaurus,2,463124,unknown,,unknown,,83.6,70.6,77.44999999999999,12.200000000000003,Ornithischia,Ankylosauridae,Alberta,49.842371,-112.057068,2,True,False,False,2,0.5,0.5,0.5,dyoplosaurus,0.4,,dyoplosaurus,silhouette,,,
Dysalotosaurus,dysalotosaurus,Dysalotosaurus,1,475160,unknown,,unknown,,155.7,150.8,153.25,4.899999999999977,Ornithischia,Dryosauridae,Lindi,-9.684436,39.221272,1,True,False,False,2,0.5,0.5,0.5,dysalotosaurus,0.4,,dysalotosaurus,silhouette,,,
Dyslocosaurus,dyslocosaurus,Dyslocosaurus,1,930951,unknown,,unknown,,157.3,145.0,151.15,12.300000000000011,Saurischia,Dicraeosauridae,Wyoming,43.2425,-104.28611,1,True,False,False,2,0.5,0.5,0.5,dyslocosaurus,0.4,,dyslocosaurus,silhouette,,,
Dystrophaeus,dystrophaeus,Dystrophaeus,1,296444,unknown,,unknown,,161.2,155.7,158.45,5.5,Saurischia,,Utah,38.122501,-109.319168,1,True,False,False,1,0.5,0.5,0.5,dystrophaeus,0.4,,dystrophaeus,silhouette,,,
Echinodon,echinodon,Echinodon,3,301092,unknown,,unknown,,145.0,140.2,142.6,4.800000000000011,Ornithischia,Heterodontosauridae,England,50.599998,-1.96667,1,True,False,False,2,0.5,0.5,0.5,echinodon,0.4,,echinodon,silhouette,,,
Edmontonia,edmontonia,Edmontonia,21,463123,herbivorous,armored dinosaur,armored,4.0,83.6,66.0,74.75,11.5,Ornithischia,Nodosauridae,Alberta,47.808201,-109.5,8,True,True,True,4,0.35,1.0,0.3,edmontonia,0.2,0.10274963820549927,edmontonia,silhouette,,,
Edmontosaurus,edmontosaurus,Edmontosaurus,66,280099,herbivorous,ornithopod,ornithopod,13.0,83.6,66.0,69.05,6.099999999999994,Ornithischia,Hadrosauridae,Wyoming,45.5954495,-105.2372245,9,True,True,True,4,0.35,0.6,0.75,edmontosaurus,0.2,0.3632416787264834,edmontosaurus,silhouette,,,
Efraasia,efraasia,Efraasia,2,149988,unknown,,unknown,,228.0,208.5,216.015,11.530000000000001,Saurischia,,Baden-Württemberg,49.0440045,8.977366499999999,1,True,False,False,1,0.5,0.5,0.5,efraasia,0.4,,efraasia,silhouette,,,
Einiosaurus,einiosaurus,Einiosaurus,3,229315,herbivorous,ceratopsian,ceratopsian,6.0,83.6,72.1,77.85,11.5,Ornithischia,Ceratopsidae,Montana,48.966599,-112.650002,1,True,True,True,4,0.35,0.85,0.45,einiosaurus,0.2,0.16063675832127353,einiosaurus,silhouette,,,
Ekrixinatosaurus,ekrixinatosaurus,Ekrixinatosaurus,1,489952,unknown,,unknown,,99.6,93.5,96.55,6.099999999999994,Saurischia,Abelisauridae,Neuquén,-38.033333,-69.133331,1,True,False,False,2,0.5,0.5,0.5,ekrixinatosaurus,0.4,,ekrixinatosaurus,silhouette,,,
Elaltitan,elaltitan,Elaltitan,1,508504,unknown,,unknown,,83.6,66.0,74.8,17.599999999999994,Saurischia,,Chubut,-45.971951,-69.428497,1,True,False,False,1,0.5,0.5,0.5,elaltitan,0.4,,elaltitan,silhouette,,,
Elaphrosaurus,elaphrosaurus,Elaphrosaurus,17,260022,carnivorous,large theropod,theropod,6.2,157.3,93.5,119.25,8.599999999999994,Saurischia,,Agadez,19.317499,9.566667,9,True,True,True,3,1.0,0.55,0.9,elaphrosaurus,1.0,0.16642547033285096,elaphrosaurus,silhouette,,,
Elmisaurus,elmisaurus,Elmisaurus,1,1338409,unknown,,unknown,,83.6,66.0,74.8,17.599999999999994,Saurischia,Caenagnathidae,Omnogov,43.528057,101.04361,1,True,False,False,2,0.5,0.5,0.5,elmisaurus,0.4,,elmisaurus,silhouette,,,
Elrhazosaurus,elrhazosaurus,Elrhazosaurus,1,1350009,unknown,,unknown,,125.0,113.0,119.0,12.0,Ornithischia,Dryosauridae,Agadez,16.849722,9.471944,1,True,False,False,2,0.5,0.5,0.5,elrhazosaurus,0.4,,elrhazosaurus,silhouette,,,
Emausaurus,emausaurus,Emausaurus,1,256195,herbivorous,armored dinosaur,armored,2.0,183.0,182.0,182.5,1.0,Ornithischia,,Mecklenburg-Vorpommern,54.133331,13.05,1,True,True,True,3,0.35,1.0,0.3,emausaurus,0.2,0.044862518089725044,emausaurus,silhouette,,,
Eoabelisaurus,eoabelisaurus,Eoabelisaurus,1,1060300,unknown,,unknown,,174.1,168.3,171.2,5.799999999999983,Saurischia,,Chubut,-43.783333,-71.583336,1,True,False,False,1,0.5,0.5,0.5,eoabelisaurus,0.4,,eoabelisaurus,silhouette,,,
Eocarcharia,eocarcharia,Eocarcharia,2,757989,unknown,,unknown,,125.0,100.5,112.75,24.5,Saurischia,Carcharodontosauridae,Agadez,16.3666655,9.125,1,True,False,False,2,0.5,0.5,0.5,eocarcharia,0.4,,eocarcharia,silhouette,,,
Eocursor,eocursor,Eocursor,1,686822,unknown,,unknown,,228.0,201.3,214.65,26.69999999999999,Ornithischia,,Free State,-29.219999,27.341667,1,True,False,False,1,0.5,0.5,0.5,eocursor,0.4,,eocursor,silhouette,,,
Eodromaeus,eodromaeus,Eodromaeus,1,908663,unknown,,unknown,,237.0,228.0,232.5,9.0,Saurischia,,San Juan,-30.067778,-67.936386,1,True,False,False,1,0.5,0.5,0.5,eodromaeus,0.4,,eodromaeus,silhouette,,,
Eolambia,eolambia,Eolambia,7,285083,herbivorous,ornithopod,ornithopod,,105.3,93.5,99.4,11.799999999999997,Ornithischia,,Utah,38.690239,-111.261536,1,True,False,False,2,0.35,0.6,0.75,eolambia,0.2,,eolambia,silhouette,,,
Eomamenchisaurus,eomamenchisaurus,Eomamenchisaurus,1,826867,unknown,,unknown,,174.1,163.5,168.8,10.599999999999994,Saurischia,Mamenchisauridae,Yunnan,25.947222,101.90889,1,True,False,False,2,0.5,0.5,0.5,eomamenchisaurus,0.4,,eomamenchisaurus,silhouette,,,
Eoraptor,eoraptor,Eoraptor,1,256434,carnivorous,small theropod,theropod,1.0,237.0,228.0,232.5,9.0,Saurischia,,San Juan,-31.10111,-68.904999,1,True,True,True,3,1.0,0.55,0.9,eoraptor,1.0,0.015918958031837918,eoraptor,silhouette,,,
Eosauropus,eosauropus,Eosauropus,5,644887,unknown,,unknown,,228.0,201.3,218.25,19.5,Saurischia,,Colorado,38.646606,-103.152702,3,True,False,False,1,0.5,0.5,0.5,eosauropus,0.4,,eosauropus,silhouette,,,
Eosinopteryx,eosinopteryx,Eosinopteryx,1,1097931,unknown,,unknown,,167.7,150.8,159.25,16.899999999999977,Saurischia,,Liaoning,40.586391,119.434402,1,True,False,False,1,0.5,0.5,0.5,eosinopteryx,0.4,,eosinopteryx,silhouette,,,
Eotrachodon,eotrachodon,Eotrachodon,1,1340987,unknown,,unknown,,85.8,83.5,84.65,2.299999999999997,Ornithischia,Hadrosauridae,Alabama,32.40715,-86.195168,1,True,False,False,2,0.5,0.5,0.5,eotrachodon,0.4,,eotrachodon,silhouette,,,
Eotriceratops,eotriceratops,Eotriceratops,1,703165,unknown,,unknown,,70.6,66.0,68.3,4.599999999999994,Ornithischia,Ceratopsidae,Alberta,51.953251,-112.935257,1,True,False,False,2,0.5,0.5,0.5,eotriceratops,0.4,,eotriceratops,silhouette,,,
Eotyrannus,eotyrannus,Eotyrannus,1,536560,carnivorous,large theropod,theropod,5.0,136.4,125.45,130.925,10.950000000000003,Saurischia,,England,50.630554,-1.404167,1,True,True,True,3,1.0,0.55,0.9,eotyrannus,1.0,0.1316931982633864,eotyrannus,silhouette,,,
Eousdryosaurus,eousdryosaurus,Eousdryosaurus,1,1278697,unknown,,unknown,,155.7,145.0,150.35,10.699999999999989,Ornithischia,Dryosauridae,Lisboa,39.216667,-9.333333,1,True,False,False,2,0.5,0.5,0.5,eousdryosaurus,0.4,,eousdryosaurus,silhouette,,,
Epachthosaurus,epachthosaurus,Epachthosaurus,3,405527,unknown,,unknown,,99.6,89.3,94.44999999999999,10.299999999999997,Saurischia,,Chubut,-45.316669,-69.616669,1,True,False,False,1,0.5,0.5,0.5,epachthosaurus,0.4,,epachthosaurus,silhouette,,,
Epichirostenotes,epichirostenotes,Epichirostenotes,1,1100654,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Saurischia,Caenagnathidae,Alberta,51.5863,-112.818901,1,True,False,False,2,0.5,0.5,0.5,epichirostenotes,0.4,,epichirostenotes,silhouette,,,
Epidendrosaurus,epidendrosaurus,Epidendrosaurus,1,292850,unknown,,unknown,,164.7,161.2,162.95,3.5,Saurischia,,Nei Mongol,41.316387,119.238609,1,True,False,False,1,0.5,0.5,0.5,epidendrosaurus,0.4,,epidendrosaurus,silhouette,,,
Epidexipteryx,epidexipteryx,Epidexipteryx,1,789022,unknown,,unknown,,164.7,161.2,162.95,3.5,Saurischia,,Nei Mongol,41.316387,119.238609,1,True,False,False,1,0.5,0.5,0.5,epidexipteryx,0.4,,epidexipteryx,silhouette,,,
Equijubus,equijubus,Equijubus,1,460641,herbivorous,ornithopod,ornithopod,,129.4,113.0,121.2,16.400000000000006,Ornithischia,,Gansu,41.583332,97.583336,1,True,False,False,2,0.35,0.6,0.75,equijubus,0.2,,equijubus,silhouette,,,
Erectopus,erectopus,Erectopus,8,510834,unknown,,unknown,,129.4,93.5,106.75,6.099999999999994,Saurischia,Metriacanthosauridae,Champagne-Ardenne,43.59165,5.1167,6,True,False,False,2,0.5,0.5,0.5,erectopus,0.4,,erectopus,silhouette,,,
Erketu,erketu,Erketu,2,566221,herbivorous,sauropod,sauropod,15.0,100.5,72.1,84.94999999999999,14.200000000000003,Saurischia,,Dornogov,40.750061,115.0336725,2,True,True,True,3,0.35,0.8,0.25,erketu,0.2,0.4211287988422577,erketu,silhouette,,,
Erliansaurus,erliansaurus,Erliansaurus,1,811555,unknown,,unknown,,83.5,70.6,77.05,12.900000000000006,Saurischia,Therizinosauridae,Nei Mongol,43.840302,113.715599,1,True,False,False,2,0.5,0.5,0.5,erliansaurus,0.4,,erliansaurus,silhouette,,,
Erlikosaurus,erlikosaurus,Erlikosaurus,1,632009,omnivorous,small theropod,theropod,3.4,100.5,83.6,92.05,16.900000000000006,Saurischia,,Omnogov,43.144169,107.518059,1,True,True,True,3,0.65,0.55,0.9,erlikosaurus,0.6,0.085383502170767,erlikosaurus,silhouette,,,
Eshanosaurus,eshanosaurus,Eshanosaurus,1,513242,unknown,,unknown,,201.3,199.3,200.3,2.0,Saurischia,Therizinosauridae,Yunnan,24.173901,102.401901,1,True,False,False,2,0.5,0.5,0.5,eshanosaurus,0.4,,eshanosaurus,silhouette,,,
Eubrontes (Brontozoum),eubrontes-brontozoum,Eubrontes (Brontozoum),11,504393,unknown,,unknown,,201.3,174.1,196.05,10.5,Saurischia,Eubrontidae,Massachusetts,42.235325,-72.626053,4,True,False,False,2,0.5,0.5,0.5,eubrontes-brontozoum,0.4,,eubrontes-brontozoum,silhouette,,,
Eucnemesaurus,eucnemesaurus,Eucnemesaurus,4,385604,unknown,,unknown,,228.0,201.3,214.65,26.69999999999999,Saurischia,Riojasauridae,Eastern Cape,-29.692361,27.421944500000002,2,True,False,False,2,0.5,0.5,0.5,eucnemesaurus,0.4,,eucnemesaurus,silhouette,,,
